45376446.80245211,46070535.07189544,45476701.19638383,48353158.93438108,45539041.20214150,52763009.68208443,46473011.84458780,41692953.49297444,47374752.50794293,47273070.72290179,50083677.50875786,48129855.86404584,45468208.31672696,46766917.09317352,48223072.56381296,42310941.99683394,50621963.62690113,45474531.24618417,50808005.63386189,48377380.76462734,48939925.78382898,50173125.38896129,48805979.85315864,49042628.29772598,47056281.42098022,48329231.13925914,46052598.51126512,46631649.44444013,52107207.65541606,45529038.30271011,47812418.30934758,47715513.71316803,46709121.30019581,48666651.05952308,48845336.67827963,45249993.15993642,47686779.44477100,44878611.39317854,49317016.11807897,47865013.00117756,47641641.79499954,49009760.16760077,46792731.65172946,49614678.59029922,45196317.86400332,50795747.15813479,46139393.58165401,43422455.72379718,46666940.47754536,46397840.81915329,46649055.39943594,47995871.65001838,50050758.75531885,46991542.15389645,45805593.50277293,44773803.70086412,46335651.50612006,42967811.30497516,45726084.07415716,50397618.78674038,45493060.65384029,48937842.23617953,44536725.59681085,51647929.20793378,51805713.95378133,48848419.41768863,52170210.57720125,48290382.78103921,49269495.05097381,50440035.75970537,47872678.29428235,43763598.64130271,49318000.00529499,46326928.96553874,46503262.71081223,48153030.26383570,48789726.70272251,47802496.11322713,48954480.89369137,45769440.43364244,47345022.33415540,49460628.64153519,51651950.94176862,52490907.40348925,48473486.96168774,49439098.39001201,52147262.12376475,45854893.87582679,48940176.57639196,49269081.87727562,50881114.76956677,44748670.03218614,45217761.44353846,47497054.62079506,48342418.80104305,50110117.89194352,48674106.86879537,47087129.15096107,48434307.59076614,48160502.01638871,51586060.45352692,47839324.68837029,46537534.16091765,48512944.15310165,47917199.24001265,43719435.84929034,47409197.60592951,47207346.25141042,46156093.06872516,49903060.53087349,45582448.60811843,48527200.80109300,47095565.65456675,47701815.88420896,48423216.64665467,44344349.01257950,47901009.53806134,52876437.06096195,43753193.93579037,47309664.92869574,50111008.39095989,48161865.55670531,49078404.57552710,41810497.66194341,48865566.08948400,45639363.77847064,48181456.23294926,47376500.75268243
52851256.20145521,48743263.56591217,47179149.88516092,43864860.26333936,47733728.03902303,49399288.66986973,47255234.67034157,46246752.34235544,46087972.48055433,48715854.08646751,49247837.75921117,50675550.41484348,45085874.62256917,48694114.47011092,47157608.95477424,47227520.52733307,48399587.33795804,48413418.89089041,48700734.53158546,44937672.93155413,45667539.30441905,50971279.02045894,46923061.55361508,48172292.24355787,49948331.50385927,48545762.87936632,48742853.88395441,49568550.60481497,42424932.96389909,46284012.43051061,48558010.49483192,50738260.68307214,47603128.83365488,45442394.48104449,45505570.24617984,49543127.73287708,46929701.39478816,47429248.46222841,48905375.50298917,40562996.85068864,52191834.02792686,45711990.75521512,48020278.88155959,43402248.46074779,46443928.01710341,50399123.19241811,42900574.30422249,50118032.25626060,46797035.49458168,48602037.47085141,49006185.23997360,48493520.73951760,45394392.57929994,46581503.30768317,43979055.46927146,48613025.78299581,51484142.71129019,43118178.09912258,45639464.12768371,47015100.76994037,47857549.96249091,49532013.66269319,47085262.73039736,46696775.16117949,50063304.38365207,49016792.23121339,48724955.57405150,47713252.12427431,49778677.42446570,45889355.67609855,45565807.55405200,49216316.90320210,43591229.66743805,47665008.21760036,46695352.65898283,44111434.15966517,45237067.83906247,47187803.47161952,49899217.30436844,45897306.25742553,50324853.91963611,47596210.37100579,50554976.45051321,46012283.85445386,47330537.45999864,48320488.96773376,47020473.62344018,49707204.12279084,42209289.48193106,53193041.78783572,49481242.07065018,47034656.83460517,46136047.45058119,45390905.36942519,48977933.46718520,49806740.64211871,47060765.84004340,50072460.82989203,45294021.30471522,44875186.92776067,51748148.44266542,48848625.94439229,50760095.23411986,45420514.02122296,45255434.75898594,46595594.45724330,45491400.89356092,49119678.74966548,45664420.53915105,44666757.55651519,47783234.74980482,44386073.80811931,43177431.34112845,47762457.57901961,43296625.74487287,49285537.32423230,44136156.07995913,42130741.93884022,46749350.61964001,47789353.16994019,48612263.63385321,47854404.92396586,44933304.47940816,49137936.02764740,49724081.63456002,44585879.90223019,47016925.40683714,46795270.65511610
47969144.10626047,46960185.16461000,47285301.69326290,48968918.79764824,44803917.20443106,49195611.67714927,50153457.21426159,51323014.59633828,42361583.66121738,47012428.63720001,42784488.80644034,41669587.57097789,47788163.55835397,46499414.88018429,48157670.59856021,48599577.97144371,50406733.37425577,47574245.56200361,54381453.90600573,48173230.39263164,51817272.61856899,41912099.73093286,50648338.55538597,47017508.16368133,42824232.97124097,48443995.33522020,46727622.83923091,48822399.11978973,49844922.57445100,43913593.91230565,49854038.25953840,47461700.63647249,50655696.63921861,46959652.72848929,46330370.48954309,47510509.99549007,47687975.08001105,45873993.95373403,46268937.36574072,44535792.22145940,46415213.54754660,49050750.73845327,47120481.68144094,49840151.46290696,47006431.87064704,44050315.53706716,48863254.29775739,45848281.98241350,46892708.18845178,50382241.79112586,44692377.14699563,47837153.64847868,47350206.90056536,49109146.86308692,49475023.65625645,48072238.86260854,46591406.54264811,48569318.63356850,50614927.72237771,47381588.87632031,46812313.16944602,48367191.94189412,47538201.99735259,44272859.16102675,48014097.64714628,44251382.61604218,48334715.85173829,45555254.44133998,47533807.95440897,48372941.60320403,53267764.55427796,49208367.21123298,50684063.93369771,51886707.41326609,48606999.11564569,48124075.86572082,44915729.20205535,47169646.14073722,45730936.32456261,46494890.73681825,51884134.77246729,47718247.74261558,45368418.26170147,50707157.59216644,49712544.98785873,49836802.21834803,42687153.54271054,52069193.44232600,46121355.53218620,49291884.16394024,53433581.04064489,52559460.61001932,45127242.52604196,44019476.99049446,50839564.03287137,47783330.58982126,46258079.96044106,48920056.23508217,47059927.34638028,49110092.04523522,47605231.29476170,49160062.02404942,45324214.62473211,50825603.93330417,49101312.65637930,48979551.13847411,44794862.48192988,51478395.21153910,47413790.32105990,49173491.55121177,46680487.45955344,48065240.67241094,48151209.35827017,40756560.67636906,48828080.52404043,52108741.15340427,48726858.84390996,45174342.20430353,48988243.77274660,49959752.35278335,48662062.00221015,47270476.29448815,46871874.65459104,46862004.56186388,49101676.87878713,44108185.83117175,46564128.42793956,51231620.70019407
51323157.58317792,43939696.57904433,44762258.11352478,46804331.59349024,49563834.05506533,43110981.75452688,47316305.82248715,46321426.23007363,50591937.07484706,43468171.67053571,47665864.87496994,46512563.10138199,50933157.43871478,48864150.46116956,46056589.11695790,49470831.95774512,46523904.15960035,49817055.57479619,46883907.60103680,49948332.13661674,48480853.65052157,55181245.91584617,47320843.18494010,48354599.76665967,46308982.04209954,47452699.72746727,41036721.28176651,48550841.87649027,50632051.85179285,48387261.13880772,44329434.08322363,45544236.38761936,41681144.45917109,49768646.78638069,45058561.19539817,47378223.38821261,47081615.07565542,50975688.58774022,47648643.52393857,49365279.24012977,48742714.23321784,50671283.34023066,46879052.17235150,51881648.47642834,42735710.22685885,49480527.74482689,45390433.28505468,46277371.37345307,48797160.08872162,48778152.57430521,48884968.40956692,44157923.93900382,50883887.52166690,45309709.26394025,45626081.45380591,48959622.18269604,46766135.88636272,48177621.51618841,42330189.91379249,48120836.82166438,47963095.40320483,46236783.44671860,42525964.70562540,46941480.70732506,47357666.62652110,46575145.87013032,43090342.33944827,51229542.98820503,45930747.52940659,46919189.46949791,41730293.65126400,51229830.84836145,46339525.16577070,47679914.21127360,50105073.13983177,45841921.65090086,49731451.19035556,42556212.93575102,48753443.96774476,51176185.22401044,46069396.80763746,50100670.53677566,51796974.14808217,46841763.76164586,46645605.34031667,45315292.20801611,46237088.01082461,45512037.55885641,45313353.18899953,50290345.95956507,45572374.73546303,48059625.04358583,47537031.05716760,51000283.64251069,46252683.43688920,48350533.03510346,49322996.92705772,50980486.76779126,46218054.46543790,45980492.77377770,44927448.57553985,52751539.65493965,50730736.00631780,47346214.18692175,52028314.14386395,47204677.04201070,49164860.13635432,47470460.21929879,48390049.67143507,48138479.72262351,46438129.45181725,50038081.51651096,49144794.95620362,49884346.05194169,48206009.47327770,45295658.59446856,51501533.95579796,46823462.77417140,48310011.45470252,48953654.90686759,48294246.67081448,49617988.11887661,49992721.36494996,46912953.02879372,51302452.18391507,46813149.55395901,48245204.56176816,46526633.91228282
45848636.92456567,49923480.95928974,54852456.65328322,46588120.31086399,50329456.62819037,46673164.47696369,47421455.56618325,51615874.16642157,44899563.81956147,44271792.46149005,47239466.45942146,49020731.36988094,48546293.09048266,48301974.39555375,47527301.11102398,49312251.10379241,40534176.14888075,45665181.46401838,47224250.98975282,49117708.75168079,50980523.61638501,45346592.64077562,50902980.85986001,46372709.75125836,47138142.13258646,48825671.18554597,46964188.95268018,50079879.52295896,46486480.17515211,46522228.97686516,49941958.61294594,45635956.70018813,48036867.84019468,43507138.88117225,51763089.64003922,50308652.27054615,53970453.83250832,50621351.56226955,44766441.41287384,49032578.32027418,45268521.95007745,51189933.60576355,44834076.01672991,44720170.19957821,43627347.03631097,46287737.75946730,45810669.65514573,44453298.30574512,52166786.14455570,48703373.94857014,48424280.03468793,51216330.16273980,48054253.82808687,45670222.88223185,43412893.68756192,45536478.34429844,51017651.46133180,44468274.71621273,48284058.80943606,49899126.88729022,48123257.51185158,48392843.96852810,49001629.20475633,48346103.50551197,51263562.39808001,44978428.05674229,48016693.14269919,43132887.53508849,42526747.03054165,47252579.71839036,48735397.54616451,51314789.26214638,53186841.01335536,50577456.44657295,49171396.51576661,47825816.51015613,43813771.70730235,47099884.20546295,50507511.25918499,49577338.08438022,44394737.57697492,48902992.40075707,48699844.21563164,48276379.34139094,47380247.05679449,49025305.05132474,49100576.45109379,45924586.06015916,48525766.59785916,46997024.03908104,43918139.86139096,46114019.63472772,43736762.46664887,49771421.27739397,48290611.47857745,46602993.02017020,50816255.41736013,47607625.19874040,44051015.94394637,46403747.07360731,51319976.11866784,45858121.20276641,48099241.24352960,49211040.01176958,48845873.75130591,53257223.05461258,44655765.66813196,44892618.16219891,44695024.68210492,46744317.10766107,50054400.32583917,44998728.32083719,50087572.70630139,47529660.82672866,44815438.13725900,43291525.46954717,43822448.61934103,45866714.24744269,47045049.13052543,50639616.60860553,49342019.37012673,45456095.10603260,48415812.62877087,51364319.65232198,51891854.39660505,46700458.69227944,49719692.66697045,50743743.24835300
43871077.71590590,46230737.48103244,52712916.24005008,46732176.32954980,40497929.70913482,47159369.55527685,50114296.83505276,47461774.06578800,49143398.91703957,49672088.73987696,46604305.29020764,46214164.71722541,47810339.80266105,47868077.11493399,47574616.57934833,47672070.63465831,45670540.93130878,49226247.23774768,48867897.06236103,44276894.60722126,46523113.07799160,47667144.16333724,46178769.71797616,48958377.28453554,47287662.70235375,47847422.79436523,46495719.96258057,42717783.42130654,42582254.17234833,48845069.68343396,48079529.16247504,48486974.82297718,47765341.38636825,47955351.03271966,49745159.35114083,48501107.10606803,49915695.63705685,47853090.99801453,46733728.70132712,47907039.89633930,45462650.69558229,46545212.12671121,47867584.58813635,47836144.33324164,47193869.98843873,44153115.80849282,48956094.09323389,49425383.03182307,51345683.27047867,48494361.71881863,47449797.18270522,45043102.66677193,50985867.80317108,48034267.50036840,47905071.61305345,46843627.54805529,46692004.81236970,49079115.75314622,45023148.84481943,51302368.00749194,50785427.43596683,46606383.21302720,45396969.11842279,42665622.90794496,44477579.51833049,49177910.30009900,48194419.93256307,48617431.72911970,43068030.29770964,46507329.33771529,50689933.03641704,47218521.85490004,44428043.50532579,47181573.20267880,45617231.93494885,48237921.57647713,47495069.38995036,48735200.86959448,44557028.97958209,46381831.54656038,50033184.58873042,44233548.38145616,45066630.10003489,47919125.53880740,48126543.16692703,46286622.71977314,46785798.33821042,48711309.02727529,49461932.35115249,44909797.09079155,48310610.44577201,51033309.69771802,47171396.60435084,44884609.04803587,44774882.87582301,47065009.17122803,49903686.86332934,47349643.47585429,47895247.39054387,45082691.47452202,49778595.39464155,44728464.56064266,46249503.93449185,48940686.64657391,42608152.33184442,47859020.14861687,44981317.92211939,47485589.66086342,46611141.93550768,52442035.87280289,46513721.38050289,51817681.43587030,48838765.83244579,45545014.93913148,48231117.45334581,46724172.99681405,48020803.45118307,45752753.90749092,51455965.47347149,49641666.37452216,47521725.18674020,51548336.67917763,47622543.12294488,50050243.02314487,47537190.36368906,48380755.27491897,47253130.68867337,47672414.22007813
47850884.78916133,45857513.39773537,46494867.44826508,46932117.75545440,47991276.47615803,47373786.13801312,50229133.64039424,49455961.98316214,46980578.15619200,50724357.93688768,51889726.90924006,42597726.48351585,49658016.36598706,45802351.42982673,49345956.96266240,50383821.50043707,45365825.27996626,43052023.17851415,49428243.29016995,47767546.78764246,43488264.52688228,53447256.76857501,48927649.70056903,49036018.60607765,50686481.18852322,46068431.02425308,47755807.68709216,44316480.15403104,46004083.13956003,48361236.81741648,43495747.01885123,45936849.08527809,45244976.24014272,47783417.02286175,48809702.51343799,49206950.56487744,49815838.41878299,50701424.63294256,48886907.63592019,51923687.27254400,47729827.04789016,47035156.62186460,48887054.50526526,46932933.45629011,51841199.05325051,50129379.96148681,49226226.44230285,47758097.52274359,46479664.44755944,49110094.10326487,44772497.40956355,51086325.11918217,47024918.76886282,48170138.97546460,45288467.64205417,49161481.46352430,46369910.55154360,48986505.39653722,49243106.24440920,45909940.92469744,44780962.61977936,51080480.64026143,46990135.08524322,47979741.79725918,48598004.73315170,44472155.79222982,48543919.74239229,47681488.76297458,45919670.78111883,44702659.89311860,48883681.50917867,50121619.01135247,47870002.47383924,44043323.50407560,44938001.20089464,46421195.05993459,51158102.41884758,46860958.59156498,46334735.48003165,43476293.70942346,45888465.11115590,44521414.03963796,45066469.22167197,47730890.22261235,46494640.80026253,51478067.91733497,50003694.39705881,46001863.85998672,45271347.19034071,50726393.47506404,51384475.37558766,42240878.01847981,47666616.91940122,46848794.19302503,48986247.64377198,52054952.82145018,46297992.81366217,42557700.23886398,48819918.74834800,50743763.89157801,46725714.91905190,45773757.22859412,46409011.56364028,49463285.43831260,46368204.07682768,48226252.72209708,47512286.56410187,47267504.95390227,49110016.58114513,46310986.27433259,46424841.66414889,49338495.62095427,45105030.05563415,45358168.40010162,44456464.90814754,49460451.81576948,47196673.85754781,44330018.41299489,49471833.35755047,46128407.43388614,45378432.99298895,46982117.78281129,50954329.61157017,46509353.92858548,48811215.10822720,49171193.15143573,48497913.79162105,50461713.44888771
45768826.31072263,44971208.82535116,44924635.95224325,47103604.44946481,45199634.87226568,47796342.98349322,47628970.14492023,49862707.46476741,48137015.68476999,46459085.35084008,48420993.58065546,45002383.01644598,47355847.46729737,48204050.05397918,47753111.51636591,48430995.00710041,45918448.28372411,50179312.31155405,51769090.64543931,43644274.24693238,44562546.11184034,47548535.77857631,46837709.13475912,51945219.61923327,47967727.21803991,50749887.27953504,42585158.91991428,49377796.91793688,45748896.91988713,45710878.76848151,46857145.41474348,44066766.02868877,48496756.64045154,47898765.50456891,48077821.50194375,49550647.54591428,51039871.63462680,46583491.54005498,48578756.03040449,48141389.99932984,48342150.35921875,48377695.15192705,51219506.51731113,46355830.24685385,43826800.84883670,45790751.81937435,49242806.06229710,47501674.22681238,46337035.63609126,44892537.05773587,47971289.95888471,48975302.09638424,48171954.56110101,46845349.53434567,47794208.78220389,47780453.33757455,47896350.40219495,44636783.11750073,47914449.79943004,46401094.99393915,49915005.89957624,47761654.33138060,49428350.36136891,46730408.29682239,46815971.93811579,50991166.07994664,48481454.40002014,45751274.66148762,49574236.47654093,46181161.65076359,47981756.65726633,51803502.71237499,44050874.47875115,47029318.90257611,48414878.78425863,49260435.69753528,44501729.61717999,43802948.71234660,50033931.89354205,45737277.22478411,45637953.90661290,51124012.06904252,47611685.19809789,47627190.45198585,47019788.06571153,44542656.44268526,40079529.03204148,39563414.31796291,39096706.21941971,38544210.14012803,38203043.34609991,49611028.61614054,47111137.38951082,47294356.19307053,48703403.50406797,47939678.38879089,51342327.77660984,43267809.84674083,48157804.60264304,45772409.04035969,45211401.85391752,46362028.30898286,47576046.11028673,47681352.44912209,43846798.73532618,46162707.17266670,48113475.76555615,45365972.70455261,44801709.04013249,42094069.43481285,45873024.51400468,44719044.97498088,45112129.07282042,46801485.46908363,46023345.33090014,44679643.89462933,42426883.47220762,48163507.33537972,49232273.64210015,46505124.60431695,46815825.18936462,47452996.68201758,51191703.51886088,43727230.24175295,46463028.44917545,43361264.43864814,48305863.29370226,47104814.38189342
47927890.78065706,47809584.42539766,49796602.74915250,48722950.94023058,49416556.94955620,44918543.76321266,50276908.13490672,45732656.23062314,45869048.28802602,48088853.55437952,48162574.91513932,44903545.71204148,47035255.93290711,50976894.39162514,43962970.25201436,50969739.30521811,46872944.03413867,41900434.97281182,44204009.05826657,45160655.62539871,45966171.49772346,47197916.26211166,41032818.83159517,47889488.38492370,44943320.66709307,50745088.83743180,46805384.56699044,49683058.74416514,50080428.41352411,50016196.19821486,46102633.20860380,46072283.18016021,46912621.38786964,48955685.64903710,46234798.45364433,47163400.91993441,48095380.36391926,45299639.23646840,45149670.01953116,47070877.23811838,47385073.22701668,48475642.91642168,49040256.83205710,44839004.42685723,45519806.79641433,45143397.61662162,50797101.47255478,47161009.34829898,47484593.04202516,47583388.32424532,45748533.49414933,51157271.58092207,48421414.54912754,47540250.51493748,44824311.24624190,44689857.67115320,46713502.82677823,45785727.19390345,44914013.45567744,46566299.43267273,46932893.47496868,47782689.13648340,46250872.79168734,45055981.53384981,45138253.01487005,50323884.42345705,44476763.88300883,48307912.59450120,48678857.56052671,47158625.44156860,51640179.22747369,48636565.47608053,51818278.48961547,45901799.39952352,45942410.11719032,48697814.33548828,46826050.01360498,51445261.08707412,48256950.69470713,44968268.63135018,43326051.09111144,47260722.54877101,47234900.98200888,48190681.31461375,50318470.42846498,50006327.50532188,37647509.62513128,36261651.06787132,36377375.26440230,37341421.53424037,38058796.99437571,48170033.18373055,45546180.63336650,48111507.73840372,48305203.04748360,47786386.30186386,44768878.33365263,48556162.29124776,52383759.45254817,48029674.33994182,40440700.57320397,50390088.28609618,45779189.12975966,52821316.76427606,47722380.18069258,43449686.05871122,42548213.40393903,51099081.60861848,50069885.85340586,52727150.49785941,47472245.58635752,47312222.47642427,46538399.15825322,45884656.47296518,46515362.15698757,47962221.09264310,45444329.51990493,43486246.65117347,47825607.22022339,45391439.17088842,39761357.80536772,48757193.96686673,44817662.55187436,49016303.26743882,48959506.81303015,48119094.50231486,53369571.31585230,47118826.57302354
46768701.80107784,49068216.58965102,47314790.55944432,50199387.17273648,44436320.10716756,44475775.19378422,49263071.71277584,44683029.08232999,48891303.90071857,48324093.09261274,45798783.25545181,48317373.06503665,44517485.26581309,45074250.19349008,46883644.87285654,47633571.01391920,46726002.54945096,48473817.38064184,48367894.52092288,51074471.30598590,47220282.25172316,50280211.74264937,49630581.54104110,52888369.32307446,47144432.95379195,46449105.33434186,50429977.95756878,48360697.28450107,50486830.50863941,49146802.83813611,42448422.85745394,48339083.59622417,48184631.84747986,47762100.94537093,47132606.87504324,43669260.94778683,49520153.54126256,48333026.24450486,50060519.26355164,43795914.18743350,48649412.74762160,46889643.03985349,47787439.91243941,46916923.97546139,48735939.28487733,47059942.66316527,44950854.15556052,47651357.69314965,46938239.46909906,47248493.18911838,39883831.60552856,49065758.06831302,46699847.56981543,44248082.33180692,49634941.86807984,48955990.14148695,46669822.15926582,44713018.86279891,47868674.49209276,47738375.84048470,49639142.68575358,46393648.18250150,50281062.70129663,46164678.15567541,44253590.35120285,44760196.22839843,47298269.32764789,47290908.10101673,48224119.63099442,47231933.44758537,49764838.05412291,46826931.42135100,42710530.20259604,47159049.58178943,42685615.13186626,48090154.54137391,49954325.60488664,45106692.66488895,50811594.62946074,49445791.68634018,50308481.98372111,47896034.70669642,45091176.07958502,49298670.54294090,45964578.23578754,47725988.60388642,38437539.27595490,40949906.69276264,40185428.57883948,38613525.01646934,34986539.28033048,45939368.67312744,49116967.37996912,48110839.43297476,43880211.10763469,43160530.86140026,47910138.82486929,44938655.12864398,45167015.98826008,49041967.63716259,50298420.09998656,45665426.47224003,47340143.63477381,47270192.66138920,47056785.14861077,47542641.68272412,49240984.10974299,45847567.42718183,43827888.24442021,51455567.63661233,50030782.81543017,44828150.95881777,47768091.29664435,49844034.63308842,49223298.53009948,48542371.03041257,47042497.19210928,51544040.78649980,47970276.38840537,46224682.92099986,49512796.54098527,47674210.74705118,48276160.15628550,47928263.44465970,48624838.12118727,45125121.37164233,44003845.67830950,50848545.91808042
48038422.81409802,49275022.93563343,43271623.48137772,49976839.14842878,46209200.26796842,45533724.61992439,47295988.04053517,45126250.69594807,47442221.11317873,47122891.54429904,49961923.91210882,51036461.32520033,50960953.55415381,42074183.08425748,45227817.58379485,42049577.92931791,44614869.26309200,45905466.50498655,48420311.32804826,46212883.07781577,46278983.31938742,47877532.59963769,43391305.83860321,45456920.90729710,46251733.57617529,46966167.67972069,47628888.46725213,51006345.44997225,49601190.07777627,45621282.41354244,46826374.01952901,46664795.36108202,46226596.77022515,48092823.02926575,43034343.59931056,49535662.49078878,51463967.67022942,46806182.09250998,46759865.26002736,47818887.90237661,49864635.38414050,46677001.92630644,49661942.74197420,48605193.20267677,53048818.95595574,46666638.94022949,42758630.85741239,44046944.18366873,47474626.80334000,49884790.86251028,45898371.07365555,46898484.39682974,49070992.94936165,45156492.06021127,45996204.79067374,44676112.00470471,50241459.15067656,51103665.04055332,43699457.06874210,47109020.24941318,50784792.88289171,48392160.39700165,46285698.96285773,43778343.39938790,50181478.58999112,48301585.42877088,43951939.39275432,50269127.38504004,43649665.53323455,46923266.31610946,46818579.43236621,51285641.91836613,46827045.07092514,46818513.04800404,44212676.05215106,45927103.29282945,45507445.77283873,45630979.63306468,47461238.13124716,41671692.53669879,43863585.17606571,47182957.34788430,47733983.73026633,46892552.77828415,47349551.80969246,46475775.17174330,38733829.71411358,39611278.80556660,39597692.94956278,37434165.04320451,40543598.06466240,47819040.79175466,50369530.70329671,50845556.10670077,44023724.89742915,45408444.07721458,49376322.65761919,43496677.55287500,50815438.43760460,46630531.85748318,48810489.58504021,47170213.76380502,44143140.65045618,49950415.08589573,53971914.77842470,46224566.63708078,46681592.75239942,41161826.79217484,50652521.83633146,49609325.13467415,43334194.17765576,42547767.47465988,42822135.78717412,48976874.58658627,49213684.65853628,45255888.93280451,48630732.04088975,47823236.05902442,46575049.27765080,49747943.15316844,44587840.68637867,50168655.41712531,45718045.57353535,51672698.04851084,45061425.22006266,46612289.01957971,47585316.48026804,47570445.40167914
48610729.78165284,44396283.68307335,47357812.40904949,47774021.37047552,46194367.17265109,48404884.15938896,44252313.73904684,46671877.31415527,45659538.15179397,46679048.73074646,50879155.29273536,50925226.31003304,50460159.13301626,46349708.69395525,49599487.02907857,47712887.77285152,47554482.45352665,47262803.65087160,51617852.88034797,50686530.65842517,49213459.28570388,47042321.46533208,47540179.88746244,48705001.13976870,46208907.84082533,49672311.06936369,45260844.30554193,48375906.48113833,42014399.35624221,46140087.85418850,52375236.91550831,49904503.38980403,51088946.33076936,45863264.28459053,47692511.25848618,50487620.57616118,48948230.78529490,48652808.45249468,51314585.70100711,44978040.80600344,47009258.31539772,43285083.19248701,44848391.13423070,49994636.93899765,45270086.48336560,49191225.54599384,51380780.61720745,47024203.58755223,48679609.84586041,49209700.85105520,44548556.40244950,45983909.20230184,45065327.23419639,46173052.17954963,49145170.44739559,46034334.24616501,47362934.67042810,44973280.39404895,50355790.74024798,46153155.84572402,51059321.08470403,47590872.34176954,44108480.98789810,47040599.68303461,44925086.28565841,48844452.47948762,46826294.01819655,47833515.62423258,46570106.78595965,46128881.55962674,45136589.72775371,49430114.68870356,47035555.29546031,46699782.86167749,46976103.15502279,45835854.24095958,46707705.13403328,47934148.24395926,44993029.02207633,45336504.87527561,50716055.29464810,46585755.95475867,46137852.46232402,44258240.51607396,49464405.81302205,44941339.05884923,38740056.01611940,35458409.42423609,40355716.33635739,41051018.82180279,39708936.04716326,43806056.77232242,49436138.49147933,45483595.59733299,44668413.38440740,46536638.29782076,46489413.47747952,46248194.01984441,50467887.63551496,52219017.18037204,44198304.10246492,45812200.82044895,47784973.47697692,46524170.71870366,48393829.47739045,49619336.38867844,49224062.41064846,48892810.23011770,51382228.86647441,43676843.45212951,50957615.70278694,46466582.39697414,49308894.73549606,45003635.10519130,45291088.30280492,49017081.00005580,42870771.26475898,49793598.98037064,50435361.40810287,47868091.18490352,47782631.28782707,45468680.49911155,49046336.66981222,48271101.23686817,45260226.82814570,46517614.91906646,47068335.19832696,46514478.13209077
